season,episode,queen_name,outcome
2,1,Reggy B,BTM
2,2,Reggy B,ELIM
2,4,Reggy B,Guest
2,1,Juicy Kutoure,ELIM
2,3,Juicy Kutoure,Guest
1,1,Carmen Farala,SAFE
1,2,Carmen Farala,WIN
1,3,Carmen Farala,SAFE
1,4,Carmen Farala,SAFE
1,5,Carmen Farala,SAFE
1,6,Carmen Farala,WIN
1,7,Carmen Farala,WIN
1,8,Carmen Farala,Guest
1,9,Carmen Farala,Winner
1,1,Killer Queen,SAFE
1,2,Killer Queen,SAFE
1,3,Killer Queen,SAFE
1,4,Killer Queen,WIN
1,5,Killer Queen,BTM
1,6,Killer Queen,SAFE
1,7,Killer Queen,BTM
1,8,Killer Queen,Guest
1,9,Killer Queen,Runner-up
1,1,Sagittaria,SAFE
1,2,Sagittaria,SAFE
1,3,Sagittaria,WIN
1,4,Sagittaria,SAFE
1,5,Sagittaria,SAFE
1,6,Sagittaria,BTM
1,7,Sagittaria,BTM
1,8,Sagittaria,Guest
1,9,Sagittaria,Runner-up
1,1,Pupi Poisson,SAFE
1,2,Pupi Poisson,SAFE
1,3,Pupi Poisson,SAFE
1,4,Pupi Poisson,SAFE
1,5,Pupi Poisson,WIN
1,6,Pupi Poisson,SAFE
1,7,Pupi Poisson,ELIM
1,8,Pupi Poisson,Miss C
1,9,Pupi Poisson,Guest
1,1,Dovima Nurmi,BTM
1,2,Dovima Nurmi,SAFE
1,3,Dovima Nurmi,BTM
1,4,Dovima Nurmi,SAFE
1,5,Dovima Nurmi,SAFE
1,6,Dovima Nurmi,ELIM
1,8,Dovima Nurmi,Guest
1,9,Dovima Nurmi,Guest
1,1,Hugáceo Crujiente,WIN
1,2,Hugáceo Crujiente,SAFE
1,3,Hugáceo Crujiente,SAFE
1,4,Hugáceo Crujiente,BTM
1,5,Hugáceo Crujiente,ELIM
1,7,Hugáceo Crujiente,Guest
1,8,Hugáceo Crujiente,Guest
1,1,Arantxa Castilla La Mancha,SAFE
1,2,Arantxa Castilla La Mancha,BTM
1,3,Arantxa Castilla La Mancha,SAFE
1,4,Arantxa Castilla La Mancha,ELIM
1,6,Arantxa Castilla La Mancha,Guest
1,7,Arantxa Castilla La Mancha,Guest
1,1,Inti,SAFE
1,2,Inti,SAFE
1,3,Inti,QUIT
1,5,Inti,Guest
1,6,Inti,Guest
1,1,Drag Vulcano,SAFE
1,2,Drag Vulcano,ELIM
1,4,Drag Vulcano,Guest
1,5,Drag Vulcano,Guest
1,1,The Macarena,ELIM
1,3,The Macarena,Guest
1,4,The Macarena,Guest
2,1,Sharonne,SAFE
2,2,Sharonne,WIN
2,3,Sharonne,SAFE
2,4,Sharonne,SAFE
2,5,Sharonne,WIN
2,6,Sharonne,SAFE
2,7,Sharonne,WIN
2,8,Sharonne,SAFE
2,9,Sharonne,SAFE
2,10,Sharonne,Guest
2,11,Sharonne,Winner
2,1,Estrella Xtravaganza,SAFE
2,2,Estrella Xtravaganza,SAFE
2,3,Estrella Xtravaganza,SAFE
2,4,Estrella Xtravaganza,WIN
2,5,Estrella Xtravaganza,SAFE
2,6,Estrella Xtravaganza,BTM
2,7,Estrella Xtravaganza,WIN
2,8,Estrella Xtravaganza,SAFE
2,9,Estrella Xtravaganza,BTM
2,10,Estrella Xtravaganza,Guest
2,11,Estrella Xtravaganza,Runner-up
2,1,Venedita Von Däsh,SAFE
2,2,Venedita Von Däsh,SAFE
2,3,Venedita Von Däsh,WIN
2,4,Venedita Von Däsh,SAFE
2,5,Venedita Von Däsh,SAFE
2,6,Venedita Von Däsh,SAFE
2,7,Venedita Von Däsh,SAFE
2,8,Venedita Von Däsh,BTM
2,9,Venedita Von Däsh,WIN
2,10,Venedita Von Däsh,Guest
2,11,Venedita Von Däsh,Runner-up
2,1,Marina,SAFE
2,2,Marina,SAFE
2,3,Marina,SAFE
2,4,Marina,SAFE
2,5,Marina,SAFE
2,6,Marina,SAFE
2,7,Marina,BTM
2,8,Marina,WIN
2,9,Marina,BTM
2,10,Marina,Guest
2,11,Marina,Eliminated
2,1,Juriji Der Klee,SAFE
2,2,Juriji Der Klee,SAFE
2,3,Juriji Der Klee,SAFE
2,4,Juriji Der Klee,BTM
2,5,Juriji Der Klee,SAFE
2,6,Juriji Der Klee,SAFE
2,7,Juriji Der Klee,SAFE
2,8,Juriji Der Klee,ELIM
2,10,Juriji Der Klee,Guest
2,11,Juriji Der Klee,Guest
2,1,Drag Sethlas,SAFE
2,2,Drag Sethlas,SAFE
2,3,Drag Sethlas,SAFE
2,4,Drag Sethlas,SAFE
2,5,Drag Sethlas,SAFE
2,6,Drag Sethlas,WIN
2,7,Drag Sethlas,ELIM
2,9,Drag Sethlas,Guest
2,10,Drag Sethlas,Guest
2,1,Diamante Merybrown,SAFE
2,2,Diamante Merybrown,SAFE
2,3,Diamante Merybrown,SAFE
2,4,Diamante Merybrown,SAFE
2,5,Diamante Merybrown,BTM
2,6,Diamante Merybrown,ELIM
2,8,Diamante Merybrown,Guest
2,9,Diamante Merybrown,Guest
2,1,Onyx,WIN
2,2,Onyx,SAFE
2,3,Onyx,SAFE
2,4,Onyx,SAFE
2,5,Onyx,ELIM
2,7,Onyx,Guest
2,8,Onyx,Guest
2,1,Jota Carajota,SAFE
2,2,Jota Carajota,SAFE
2,3,Jota Carajota,BTM
2,4,Jota Carajota,ELIM
2,6,Jota Carajota,Guest
2,7,Jota Carajota,Guest
2,1,Samantha Ballentines,BTM
2,2,Samantha Ballentines,BTM
2,3,Samantha Ballentines,ELIM
2,5,Samantha Ballentines,Miss C
2,6,Samantha Ballentines,Guest
2,1,Ariel Rec,SAFE
2,2,Ariel Rec,ELIM
2,4,Ariel Rec,Guest
2,5,Ariel Rec,Guest
2,1,Marisa Prisa,ELIM
2,3,Marisa Prisa,Guest
2,4,Marisa Prisa,Guest
1,1,Elecktra Bionic,SAFE
1,2,Elecktra Bionic,SAFE
1,3,Elecktra Bionic,SAFE
1,4,Elecktra Bionic,SAFE
1,5,Elecktra Bionic,SAFE
1,6,Elecktra Bionic,Winner
1,1,Farida Kant,WIN
1,2,Farida Kant,SAFE
1,3,Farida Kant,SAFE
1,4,Farida Kant,SAFE
1,5,Farida Kant,WIN
1,6,Farida Kant,Runner-up
1,1,Le Riche,SAFE
1,2,Le Riche,BTM
1,3,Le Riche,BTM
1,4,Le Riche,WIN
1,5,Le Riche,SAFE
1,6,Le Riche,Runner-up
1,1,Luquisha Lubamba,BTM
1,2,Luquisha Lubamba,SAFE
1,3,Luquisha Lubamba,SAFE
1,4,Luquisha Lubamba,SAFE
1,5,Luquisha Lubamba,BTM
1,6,Luquisha Lubamba,ELIM
1,7,Luquisha Lubamba,Miss C
1,1,Ava Hangar,SAFE
1,2,Ava Hangar,SAFE
1,3,Ava Hangar,BTM
1,4,Ava Hangar,BTM
1,5,Ava Hangar,ELIM
1,6,Ava Hangar,Guest
1,1,Divinity,BTM
1,2,Divinity,SAFE
1,3,Divinity,WIN
1,4,Divinity,ELIM
1,6,Divinity,Guest
1,1,Enorma Jean,SAFE
1,2,Enorma Jean,WIN
1,3,Enorma Jean,SAFE
1,4,Enorma Jean,DISQ
1,6,Enorma Jean,Guest
1,1,Ivana Vamp,SAFE
1,2,Ivana Vamp,ELIM
1,4,Ivana Vamp,Guest
2,1,La Diamond,WIN
2,2,La Diamond,SAFE
2,3,La Diamond,WIN
2,4,La Diamond,WIN
2,5,La Diamond,SAFE
2,6,La Diamond,SAFE
2,7,La Diamond,WIN
2,8,La Diamond,Winner
2,1,Aura Eternal,SAFE
2,2,Aura Eternal,WIN
2,3,Aura Eternal,SAFE
2,4,Aura Eternal,SAFE
2,5,Aura Eternal,SAFE
2,6,Aura Eternal,SAFE
2,7,Aura Eternal,SAFE
2,8,Aura Eternal,Runner-up
2,1,Nehellenia,SAFE
2,2,Nehellenia,SAFE
2,3,Nehellenia,SAFE
2,4,Nehellenia,SAFE
2,5,Nehellenia,TOP2
2,6,Nehellenia,WIN
2,7,Nehellenia,SAFE
2,8,Nehellenia,Miss C
2,9,Nehellenia,R-up
2,1,La Petite Noire,SAFE
2,2,La Petite Noire,SAFE
2,3,La Petite Noire,SAFE
2,4,La Petite Noire,SAFE
2,5,La Petite Noire,WIN
2,6,La Petite Noire,SAFE
2,7,La Petite Noire,BTM
2,8,La Petite Noire,Eliminated
2,1,Skandalove,SAFE
2,2,Skandalove,SAFE
2,3,Skandalove,SAFE
2,4,Skandalove,SAFE
2,5,Skandalove,SAFE
2,6,Skandalove,BTM
2,7,Skandalove,ELIM
2,8,Skandalove,Guest
2,1,Gioffré,SAFE
2,2,Gioffré,SAFE
2,3,Gioffré,SAFE
2,4,Gioffré,BTM
2,5,Gioffré,SAFE
2,6,Gioffré,ELIM
2,8,Gioffré,Guest
2,1,Panthera Virus,BTM
2,2,Panthera Virus,SAFE
2,3,Panthera Virus,BTM
2,4,Panthera Virus,ELIM
2,6,Panthera Virus,Guest
2,1,Obama,SAFE
2,2,Obama,BTM
2,3,Obama,ELIM
2,5,Obama,Guest
2,1,Tanissa Yoncè,SAFE
2,2,Tanissa Yoncè,ELIM
2,4,Tanissa Yoncè,Guest
2,1,Narciso,ELIM
2,3,Narciso,Guest
1,1,Paloma,SAFE
1,2,Paloma,WIN
1,3,Paloma,SAFE
1,4,Paloma,SAFE
1,5,Paloma,BTM
1,6,Paloma,WIN
1,7,Paloma,STAY
1,8,Paloma,Winner
1,1,La Grande Dame,SAFE
1,2,La Grande Dame,SAFE
1,3,La Grande Dame,SAFE
1,4,La Grande Dame,WIN
1,5,La Grande Dame,SAFE
1,6,La Grande Dame,SAFE
1,7,La Grande Dame,STAY
1,8,La Grande Dame,Runner-up
1,1,Soa de Muse,WIN
1,2,Soa de Muse,BTM
1,3,Soa de Muse,BTM
1,4,Soa de Muse,SAFE
1,5,Soa de Muse,WIN
1,6,Soa de Muse,SAFE
1,7,Soa de Muse,STAY
1,8,Soa de Muse,Runner-up
1,1,Lolita Banana,SAFE
1,2,Lolita Banana,SAFE
1,3,Lolita Banana,SAFE
1,4,Lolita Banana,SAFE
1,5,Lolita Banana,SAFE
1,6,Lolita Banana,BTM
1,7,Lolita Banana,ELIM
1,8,Lolita Banana,Guest
1,1,La Big Bertha,SAFE
1,2,La Big Bertha,SAFE
1,3,La Big Bertha,SAFE
1,4,La Big Bertha,BTM
1,5,La Big Bertha,SAFE
1,6,La Big Bertha,ELIM
1,8,La Big Bertha,Guest
1,1,Elips,SAFE
1,2,Elips,SAFE
1,3,Elips,SAFE
1,4,Elips,SAFE
1,5,Elips,ELIM
1,7,Elips,Miss C
1,1,Kam Hugh,SAFE
1,2,Kam Hugh,SAFE
1,3,Kam Hugh,WIN
1,4,Kam Hugh,ELIM
1,6,Kam Hugh,Guest
1,1,La Briochée,SAFE
1,2,La Briochée,SAFE
1,3,La Briochée,ELIM
1,5,La Briochée,Guest
1,1,Lova Ladiva,BTM
1,2,Lova Ladiva,ELIM
1,4,Lova Ladiva,Guest
1,1,La Kahena,ELIM
1,3,La Kahena,Guest
