season,episode,queen_name,outcome
1,1,BeBe Zahara Benet,SAFE
1,2,BeBe Zahara Benet,SAFE
1,3,BeBe Zahara Benet,WIN
1,4,BeBe Zahara Benet,SAFE
1,5,BeBe Zahara Benet,BTM
1,6,BeBe Zahara Benet,WIN
1,7,BeBe Zahara Benet,Winner
1,8,BeBe Zahara Benet,Guest
1,1,Nina Flowers,WIN
1,2,Nina Flowers,SAFE
1,3,Nina Flowers,SAFE
1,4,Nina Flowers,SAFE
1,5,Nina Flowers,SAFE
1,6,Nina Flowers,SAFE
1,7,Nina Flowers,Runner-up
1,8,Nina Flowers,Miss C
1,1,Rebecca Glasscock,SAFE
1,2,Rebecca Glasscock,SAFE
1,3,Rebecca Glasscock,SAFE
1,4,Rebecca Glasscock,BTM
1,5,Rebecca Glasscock,WIN
1,6,Rebecca Glasscock,BTM
1,7,Rebecca Glasscock,Eliminated
1,8,Rebecca Glasscock,Guest
1,1,Shannel,SAFE
1,2,Shannel,SAFE
1,3,Shannel,BTM
1,4,Shannel,SAFE
1,5,Shannel,SAFE
1,6,Shannel,ELIM
1,8,Shannel,Guest
1,1,Ongina,SAFE
1,2,Ongina,WIN
1,3,Ongina,SAFE
1,4,Ongina,WIN
1,5,Ongina,ELIM
1,7,Ongina,Guest
1,1,Jade,SAFE
1,2,Jade,SAFE
1,3,Jade,SAFE
1,4,Jade,ELIM
1,6,Jade,Guest
1,1,Akashia,BTM
1,2,Akashia,BTM
1,3,Akashia,ELIM
1,5,Akashia,Guest
1,1,Tammie Brown,SAFE
1,2,Tammie Brown,ELIM
1,4,Tammie Brown,Guest
1,1,"Victoria ""Porkchop"" Parker",ELIM
1,3,"Victoria ""Porkchop"" Parker",Guest
2,1,Tyra Sanchez,SAFE
2,2,Tyra Sanchez,SAFE
2,3,Tyra Sanchez,WIN
2,4,Tyra Sanchez,SAFE
2,5,Tyra Sanchez,WIN
2,6,Tyra Sanchez,SAFE
2,7,Tyra Sanchez,SAFE
2,8,Tyra Sanchez,SAFE
2,9,Tyra Sanchez,WIN
2,10,Tyra Sanchez,Winner
2,11,Tyra Sanchez,Guest
2,1,Raven,SAFE
2,2,Raven,BTM
2,3,Raven,BTM
2,4,Raven,SAFE
2,5,Raven,SAFE
2,6,Raven,SAFE
2,7,Raven,WIN
2,8,Raven,WIN
2,9,Raven,SAFE
2,10,Raven,Runner-up
2,11,Raven,Guest
2,1,Jujubee,SAFE
2,2,Jujubee,SAFE
2,3,Jujubee,SAFE
2,4,Jujubee,SAFE
2,5,Jujubee,SAFE
2,6,Jujubee,BTM
2,7,Jujubee,SAFE
2,8,Jujubee,BTM
2,9,Jujubee,BTM
2,10,Jujubee,Eliminated
2,11,Jujubee,Guest
2,1,Tatiana,SAFE
2,2,Tatiana,SAFE
2,3,Tatiana,SAFE
2,4,Tatiana,WIN
2,5,Tatiana,SAFE
2,6,Tatiana,SAFE
2,7,Tatiana,BTM
2,8,Tatiana,SAFE
2,9,Tatiana,ELIM
2,11,Tatiana,Guest
2,1,Pandora Boxx,SAFE
2,2,Pandora Boxx,SAFE
2,3,Pandora Boxx,SAFE
2,4,Pandora Boxx,SAFE
2,5,Pandora Boxx,SAFE
2,6,Pandora Boxx,SAFE
2,7,Pandora Boxx,SAFE
2,8,Pandora Boxx,ELIM
2,10,Pandora Boxx,Miss C
2,1,Jessica Wild,SAFE
2,2,Jessica Wild,SAFE
2,3,Jessica Wild,SAFE
2,4,Jessica Wild,SAFE
2,5,Jessica Wild,SAFE
2,6,Jessica Wild,WIN
2,7,Jessica Wild,ELIM
2,9,Jessica Wild,Guest
2,1,Sahara Davenport,BTM
2,2,Sahara Davenport,WIN
2,3,Sahara Davenport,SAFE
2,4,Sahara Davenport,SAFE
2,5,Sahara Davenport,BTM
2,6,Sahara Davenport,ELIM
2,8,Sahara Davenport,Guest
2,1,Morgan McMichaels,WIN
2,2,Morgan McMichaels,SAFE
2,3,Morgan McMichaels,SAFE
2,4,Morgan McMichaels,BTM
2,5,Morgan McMichaels,ELIM
2,7,Morgan McMichaels,Guest
2,1,Kylie Sonique Love,SAFE
2,2,Kylie Sonique Love,SAFE
2,3,Kylie Sonique Love,SAFE
2,4,Kylie Sonique Love,ELIM
2,6,Kylie Sonique Love,Guest
2,1,Mystique Summers Madison,SAFE
2,2,Mystique Summers Madison,SAFE
2,3,Mystique Summers Madison,ELIM
2,5,Mystique Summers Madison,Guest
2,1,Nicole Paige Brooks,SAFE
2,2,Nicole Paige Brooks,ELIM
2,4,Nicole Paige Brooks,Guest
2,1,Shangela,ELIM
2,3,Shangela,Guest
3,1,Raja,WIN
3,2,Raja,SAFE
3,3,Raja,SAFE
3,4,Raja,SAFE
3,5,Raja,SAFE
3,6,Raja,WIN
3,7,Raja,SAFE
3,8,Raja,SAFE
3,9,Raja,WIN
3,10,Raja,SAFE
3,11,Raja,BTM
3,12,Raja,SAFE
3,13,Raja,Winner
3,14,Raja,Guest
3,1,Manila Luzon,SAFE
3,2,Manila Luzon,SAFE
3,3,Manila Luzon,SAFE
3,4,Manila Luzon,WIN
3,5,Manila Luzon,SAFE
3,6,Manila Luzon,SAFE
3,7,Manila Luzon,BTM
3,8,Manila Luzon,SAFE
3,9,Manila Luzon,SAFE
3,10,Manila Luzon,SAFE
3,11,Manila Luzon,WIN
3,12,Manila Luzon,WIN
3,13,Manila Luzon,Runner-up
3,14,Manila Luzon,Guest
3,1,Alexis Mateo,SAFE
3,2,Alexis Mateo,WIN
3,3,Alexis Mateo,WIN
3,4,Alexis Mateo,SAFE
3,5,Alexis Mateo,SAFE
3,6,Alexis Mateo,BTM
3,7,Alexis Mateo,SAFE
3,8,Alexis Mateo,WIN
3,9,Alexis Mateo,SAFE
3,10,Alexis Mateo,BTM
3,11,Alexis Mateo,SAFE
3,12,Alexis Mateo,BTM
3,13,Alexis Mateo,Eliminated
3,14,Alexis Mateo,Guest
3,1,Yara Sofia,SAFE
3,2,Yara Sofia,SAFE
3,3,Yara Sofia,SAFE
3,4,Yara Sofia,SAFE
3,5,Yara Sofia,SAFE
3,6,Yara Sofia,SAFE
3,7,Yara Sofia,SAFE
3,8,Yara Sofia,BTM
3,9,Yara Sofia,SAFE
3,10,Yara Sofia,WIN
3,11,Yara Sofia,SAFE
3,12,Yara Sofia,ELIM
3,14,Yara Sofia,Miss C
3,1,Carmen Carrera,SAFE
3,2,Carmen Carrera,SAFE
3,3,Carmen Carrera,SAFE
3,4,Carmen Carrera,SAFE
3,5,Carmen Carrera,SAFE
3,6,Carmen Carrera,SAFE
3,7,Carmen Carrera,SAFE
3,8,Carmen Carrera,BTM
3,9,Carmen Carrera,ELIM
3,11,Carmen Carrera,ELIM
3,13,Carmen Carrera,Guest
3,1,Shangela,BTM
3,2,Shangela,WIN
3,3,Shangela,SAFE
3,4,Shangela,SAFE
3,5,Shangela,SAFE
3,6,Shangela,SAFE
3,7,Shangela,WIN
3,8,Shangela,SAFE
3,9,Shangela,BTM
3,10,Shangela,ELIM
3,12,Shangela,Guest
3,1,Delta Work,SAFE
3,2,Delta Work,BTM
3,3,Delta Work,SAFE
3,4,Delta Work,SAFE
3,5,Delta Work,BTM
3,6,Delta Work,SAFE
3,7,Delta Work,ELIM
3,9,Delta Work,Guest
3,1,Stacy Layne Matthews,SAFE
3,2,Stacy Layne Matthews,SAFE
3,3,Stacy Layne Matthews,SAFE
3,4,Stacy Layne Matthews,BTM
3,5,Stacy Layne Matthews,WIN
3,6,Stacy Layne Matthews,ELIM
3,8,Stacy Layne Matthews,Guest
3,1,Mariah,SAFE
3,2,Mariah,SAFE
3,3,Mariah,SAFE
3,4,Mariah,SAFE
3,5,Mariah,ELIM
3,7,Mariah,Guest
3,1,India Ferrah,SAFE
3,2,India Ferrah,SAFE
3,3,India Ferrah,BTM
3,4,India Ferrah,ELIM
3,6,India Ferrah,Guest
3,1,Mimi Imfurst,SAFE
3,2,Mimi Imfurst,SAFE
3,3,Mimi Imfurst,ELIM
3,5,Mimi Imfurst,Guest
3,1,Phoenix,SAFE
3,2,Phoenix,ELIM
3,4,Phoenix,Guest
3,1,Venus D-Lite,ELIM
3,3,Venus D-Lite,Guest
4,1,Sharon Needles,WIN
4,2,Sharon Needles,SAFE
4,3,Sharon Needles,WIN
4,4,Sharon Needles,SAFE
4,5,Sharon Needles,SAFE
4,6,Sharon Needles,SAFE
4,7,Sharon Needles,SAFE
4,8,Sharon Needles,BTM
4,9,Sharon Needles,WIN
4,10,Sharon Needles,SAFE
4,11,Sharon Needles,WIN
4,12,Sharon Needles,SAFE
4,13,Sharon Needles,Winner
4,1,Chad Michaels,SAFE
4,2,Chad Michaels,WIN
4,3,Chad Michaels,SAFE
4,4,Chad Michaels,SAFE
4,5,Chad Michaels,WIN
4,6,Chad Michaels,SAFE
4,7,Chad Michaels,SAFE
4,8,Chad Michaels,SAFE
4,9,Chad Michaels,SAFE
4,10,Chad Michaels,SAFE
4,11,Chad Michaels,BTM
4,12,Chad Michaels,SAFE
4,13,Chad Michaels,Runner-up
4,1,Phi Phi O'Hara,SAFE
4,2,Phi Phi O'Hara,SAFE
4,3,Phi Phi O'Hara,SAFE
4,4,Phi Phi O'Hara,SAFE
4,5,Phi Phi O'Hara,SAFE
4,6,Phi Phi O'Hara,SAFE
4,7,Phi Phi O'Hara,WIN
4,8,Phi Phi O'Hara,BTM
4,9,Phi Phi O'Hara,SAFE
4,10,Phi Phi O'Hara,WIN
4,11,Phi Phi O'Hara,SAFE
4,12,Phi Phi O'Hara,SAFE
4,13,Phi Phi O'Hara,Runner-up
4,1,Latrice Royale,SAFE
4,2,Latrice Royale,SAFE
4,3,Latrice Royale,SAFE
4,4,Latrice Royale,WIN
4,5,Latrice Royale,SAFE
4,6,Latrice Royale,SAFE
4,7,Latrice Royale,SAFE
4,8,Latrice Royale,WIN
4,9,Latrice Royale,BTM
4,10,Latrice Royale,BTM
4,11,Latrice Royale,ELIM
4,13,Latrice Royale,Miss C
4,1,Kenya Michaels,SAFE
4,2,Kenya Michaels,SAFE
4,3,Kenya Michaels,SAFE
4,4,Kenya Michaels,SAFE
4,5,Kenya Michaels,ELIM
4,7,Kenya Michaels,ELIM
4,9,Kenya Michaels,Guest
4,1,DiDa Ritz,SAFE
4,2,DiDa Ritz,SAFE
4,3,DiDa Ritz,BTM
4,4,DiDa Ritz,SAFE
4,5,DiDa Ritz,SAFE
4,6,DiDa Ritz,SAFE
4,7,DiDa Ritz,SAFE
4,8,DiDa Ritz,SAFE
4,9,DiDa Ritz,ELIM
4,11,DiDa Ritz,Guest
4,1,Willam,SAFE
4,2,Willam,SAFE
4,3,Willam,SAFE
4,4,Willam,SAFE
4,5,Willam,SAFE
4,6,Willam,WIN
4,7,Willam,BTM
4,8,Willam,DISQ
4,10,Willam,Guest
4,1,Jiggly Caliente,BTM
4,2,Jiggly Caliente,SAFE
4,3,Jiggly Caliente,SAFE
4,4,Jiggly Caliente,SAFE
4,5,Jiggly Caliente,SAFE
4,6,Jiggly Caliente,BTM
4,7,Jiggly Caliente,ELIM
4,9,Jiggly Caliente,Guest
4,1,Milan,SAFE
4,2,Milan,SAFE
4,3,Milan,SAFE
4,4,Milan,BTM
4,5,Milan,BTM
4,6,Milan,ELIM
4,8,Milan,Guest
4,1,Madame LaQueer,SAFE
4,2,Madame LaQueer,WIN
4,3,Madame LaQueer,SAFE
4,4,Madame LaQueer,ELIM
4,6,Madame LaQueer,Guest
4,1,The Princess,SAFE
4,2,The Princess,BTM
4,3,The Princess,ELIM
4,5,The Princess,Guest
4,1,Lashauwn Beyond,SAFE
4,2,Lashauwn Beyond,ELIM
4,4,Lashauwn Beyond,Guest
4,1,Alisa Summers,ELIM
4,3,Alisa Summers,Guest
5,1,Jinkx Monsoon,SAFE
5,2,Jinkx Monsoon,SAFE
5,3,Jinkx Monsoon,SAFE
5,4,Jinkx Monsoon,SAFE
5,5,Jinkx Monsoon,WIN
5,6,Jinkx Monsoon,SAFE
5,7,Jinkx Monsoon,SAFE
5,8,Jinkx Monsoon,SAFE
5,9,Jinkx Monsoon,WIN
5,10,Jinkx Monsoon,SAFE
5,11,Jinkx Monsoon,BTM
5,12,Jinkx Monsoon,SAFE
5,13,Jinkx Monsoon,Winner
5,1,Alaska,SAFE
5,2,Alaska,SAFE
5,3,Alaska,SAFE
5,4,Alaska,SAFE
5,5,Alaska,SAFE
5,6,Alaska,SAFE
5,7,Alaska,SAFE
5,8,Alaska,WIN
5,9,Alaska,SAFE
5,10,Alaska,SAFE
5,11,Alaska,WIN
5,12,Alaska,SAFE
5,13,Alaska,Runner-up
5,1,Roxxxy Andrews,WIN
5,2,Roxxxy Andrews,SAFE
5,3,Roxxxy Andrews,SAFE
5,4,Roxxxy Andrews,SAFE
5,5,Roxxxy Andrews,SAFE
5,6,Roxxxy Andrews,SAFE
5,7,Roxxxy Andrews,BTM
5,8,Roxxxy Andrews,SAFE
5,9,Roxxxy Andrews,SAFE
5,10,Roxxxy Andrews,WIN
5,11,Roxxxy Andrews,SAFE
5,12,Roxxxy Andrews,SAFE
5,13,Roxxxy Andrews,Runner-up
5,1,Detox,SAFE
5,2,Detox,SAFE
5,3,Detox,WIN
5,4,Detox,SAFE
5,5,Detox,BTM
5,6,Detox,SAFE
5,7,Detox,SAFE
5,8,Detox,SAFE
5,9,Detox,SAFE
5,10,Detox,BTM
5,11,Detox,ELIM
5,13,Detox,Guest
5,1,Coco Montrese,SAFE
5,2,Coco Montrese,SAFE
5,3,Coco Montrese,BTM
5,4,Coco Montrese,SAFE
5,5,Coco Montrese,SAFE
5,6,Coco Montrese,BTM
5,7,Coco Montrese,WIN
5,8,Coco Montrese,SAFE
5,9,Coco Montrese,BTM
5,10,Coco Montrese,ELIM
5,12,Coco Montrese,Guest
5,1,Alyssa Edwards,SAFE
5,2,Alyssa Edwards,SAFE
5,3,Alyssa Edwards,SAFE
5,4,Alyssa Edwards,WIN
5,5,Alyssa Edwards,SAFE
5,6,Alyssa Edwards,SAFE
5,7,Alyssa Edwards,BTM
5,8,Alyssa Edwards,BTM
5,9,Alyssa Edwards,ELIM
5,11,Alyssa Edwards,Guest
5,1,Ivy Winters,SAFE
5,2,Ivy Winters,SAFE
5,3,Ivy Winters,SAFE
5,4,Ivy Winters,SAFE
5,5,Ivy Winters,SAFE
5,6,Ivy Winters,WIN
5,7,Ivy Winters,SAFE
5,8,Ivy Winters,ELIM
5,10,Ivy Winters,Miss C
5,1,Jade Jolie,SAFE
5,2,Jade Jolie,SAFE
5,3,Jade Jolie,SAFE
5,4,Jade Jolie,SAFE
5,5,Jade Jolie,SAFE
5,6,Jade Jolie,ELIM
5,8,Jade Jolie,Guest
5,1,Lineysha Sparx,SAFE
5,2,Lineysha Sparx,WIN
5,3,Lineysha Sparx,SAFE
5,4,Lineysha Sparx,SAFE
5,5,Lineysha Sparx,ELIM
5,7,Lineysha Sparx,Guest
5,1,Honey Mahogany,SAFE
5,2,Honey Mahogany,SAFE
5,3,Honey Mahogany,SAFE
5,4,Honey Mahogany,ELIM
5,6,Honey Mahogany,Guest
5,1,Vivienne Pinay,SAFE
5,2,Vivienne Pinay,SAFE
5,3,Vivienne Pinay,SAFE
5,4,Vivienne Pinay,ELIM
5,6,Vivienne Pinay,Guest
5,1,Monica Beverly Hillz,SAFE
5,2,Monica Beverly Hillz,BTM
5,3,Monica Beverly Hillz,ELIM
5,5,Monica Beverly Hillz,Guest
5,1,Serena ChaCha,BTM
5,2,Serena ChaCha,ELIM
5,4,Serena ChaCha,Guest
5,1,Penny Tration,ELIM
5,3,Penny Tration,Guest
6,2,Bianca Del Rio,WIN
6,3,Bianca Del Rio,SAFE
6,4,Bianca Del Rio,SAFE
6,5,Bianca Del Rio,SAFE
6,6,Bianca Del Rio,SAFE
6,7,Bianca Del Rio,SAFE
6,8,Bianca Del Rio,WIN
6,9,Bianca Del Rio,SAFE
6,10,Bianca Del Rio,WIN
6,11,Bianca Del Rio,SAFE
6,12,Bianca Del Rio,SAFE
6,13,Bianca Del Rio,Winner
6,1,Adore Delano,SAFE
6,3,Adore Delano,SAFE
6,4,Adore Delano,SAFE
6,5,Adore Delano,SAFE
6,6,Adore Delano,WIN
6,7,Adore Delano,WIN
6,8,Adore Delano,SAFE
6,9,Adore Delano,BTM
6,10,Adore Delano,BTM
6,11,Adore Delano,WIN
6,12,Adore Delano,SAFE
6,13,Adore Delano,Runner-up
6,2,Courtney Act,SAFE
6,3,Courtney Act,SAFE
6,4,Courtney Act,WIN
6,5,Courtney Act,SAFE
6,6,Courtney Act,SAFE
6,7,Courtney Act,SAFE
6,8,Courtney Act,SAFE
6,9,Courtney Act,WIN
6,10,Courtney Act,SAFE
6,11,Courtney Act,SAFE
6,12,Courtney Act,SAFE
6,13,Courtney Act,Runner-up
6,2,Darienne Lake,BTM
6,3,Darienne Lake,WIN
6,4,Darienne Lake,SAFE
6,5,Darienne Lake,SAFE
6,6,Darienne Lake,SAFE
6,7,Darienne Lake,BTM
6,8,Darienne Lake,SAFE
6,9,Darienne Lake,SAFE
6,10,Darienne Lake,SAFE
6,11,Darienne Lake,BTM
6,12,Darienne Lake,ELIM
6,13,Darienne Lake,Guest
6,1,BenDeLaCreme,WIN
6,3,BenDeLaCreme,SAFE
6,4,BenDeLaCreme,SAFE
6,5,BenDeLaCreme,WIN
6,6,BenDeLaCreme,SAFE
6,7,BenDeLaCreme,BTM
6,8,BenDeLaCreme,SAFE
6,9,BenDeLaCreme,SAFE
6,10,BenDeLaCreme,SAFE
6,11,BenDeLaCreme,ELIM
6,13,BenDeLaCreme,Miss C
6,2,Joslyn Fox,SAFE
6,3,Joslyn Fox,SAFE
6,4,Joslyn Fox,SAFE
6,5,Joslyn Fox,SAFE
6,6,Joslyn Fox,SAFE
6,7,Joslyn Fox,SAFE
6,8,Joslyn Fox,BTM
6,9,Joslyn Fox,SAFE
6,10,Joslyn Fox,ELIM
6,12,Joslyn Fox,Guest
6,2,Trinity K. Bonet,SAFE
6,3,Trinity K. Bonet,SAFE
6,4,Trinity K. Bonet,BTM
6,5,Trinity K. Bonet,SAFE
6,6,Trinity K. Bonet,BTM
6,7,Trinity K. Bonet,SAFE
6,8,Trinity K. Bonet,SAFE
6,9,Trinity K. Bonet,ELIM
6,11,Trinity K. Bonet,Guest
6,1,Laganja Estranja,SAFE
6,3,Laganja Estranja,SAFE
6,4,Laganja Estranja,SAFE
6,5,Laganja Estranja,BTM
6,6,Laganja Estranja,SAFE
6,7,Laganja Estranja,WIN
6,8,Laganja Estranja,ELIM
6,10,Laganja Estranja,Guest
6,2,Milk,SAFE
6,3,Milk,SAFE
6,4,Milk,SAFE
6,5,Milk,SAFE
6,6,Milk,ELIM
6,8,Milk,Guest
6,1,Gia Gunn,SAFE
6,3,Gia Gunn,SAFE
6,4,Gia Gunn,SAFE
6,5,Gia Gunn,ELIM
6,7,Gia Gunn,Guest
6,1,April Carrión,SAFE
6,3,April Carrión,BTM
6,4,April Carrión,ELIM
6,6,April Carrión,Guest
6,1,Vivacious,BTM
6,3,Vivacious,ELIM
6,5,Vivacious,Guest
6,2,Magnolia Crawford,ELIM
6,4,Magnolia Crawford,Guest
6,1,Kelly Mantle,ELIM
6,3,Kelly Mantle,Guest
7,1,Violet Chachki,WIN
7,2,Violet Chachki,SAFE
7,3,Violet Chachki,SAFE
7,4,Violet Chachki,SAFE
7,5,Violet Chachki,SAFE
7,6,Violet Chachki,SAFE
7,7,Violet Chachki,SAFE
7,8,Violet Chachki,SAFE
7,9,Violet Chachki,SAFE
7,10,Violet Chachki,WIN
7,11,Violet Chachki,WIN
7,12,Violet Chachki,SAFE
7,13,Violet Chachki,Winner
7,1,Ginger Minj,SAFE
7,2,Ginger Minj,WIN
7,3,Ginger Minj,SAFE
7,4,Ginger Minj,SAFE
7,5,Ginger Minj,SAFE
7,6,Ginger Minj,SAFE
7,7,Ginger Minj,WIN
7,8,Ginger Minj,BTM
7,9,Ginger Minj,WIN
7,10,Ginger Minj,BTM
7,11,Ginger Minj,SAFE
7,12,Ginger Minj,SAFE
7,13,Ginger Minj,Runner-up
7,1,Pearl,SAFE
7,2,Pearl,SAFE
7,3,Pearl,SAFE
7,4,Pearl,BTM
7,5,Pearl,WIN
7,6,Pearl,SAFE
7,7,Pearl,SAFE
7,8,Pearl,WIN
7,9,Pearl,BTM
7,10,Pearl,SAFE
7,11,Pearl,SAFE
7,12,Pearl,SAFE
7,13,Pearl,Runner-up
7,1,Kennedy Davenport,SAFE
7,2,Kennedy Davenport,SAFE
7,3,Kennedy Davenport,BTM
7,4,Kennedy Davenport,WIN
7,5,Kennedy Davenport,SAFE
7,6,Kennedy Davenport,SAFE
7,7,Kennedy Davenport,WIN
7,8,Kennedy Davenport,SAFE
7,9,Kennedy Davenport,SAFE
7,10,Kennedy Davenport,SAFE
7,11,Kennedy Davenport,BTM
7,12,Kennedy Davenport,ELIM
7,13,Kennedy Davenport,Guest
7,1,Katya,SAFE
7,2,Katya,BTM
7,3,Katya,SAFE
7,4,Katya,SAFE
7,5,Katya,SAFE
7,6,Katya,WIN
7,7,Katya,SAFE
7,8,Katya,SAFE
7,9,Katya,SAFE
7,10,Katya,WIN
7,11,Katya,ELIM
7,13,Katya,Miss C
7,1,Trixie Mattel,SAFE
7,2,Trixie Mattel,SAFE
7,3,Trixie Mattel,SAFE
7,4,Trixie Mattel,ELIM
7,6,Trixie Mattel,IN
7,7,Trixie Mattel,SAFE
7,8,Trixie Mattel,ELIM
7,10,Trixie Mattel,Guest
7,1,Miss Fame,SAFE
7,2,Miss Fame,SAFE
7,3,Miss Fame,SAFE
7,4,Miss Fame,SAFE
7,5,Miss Fame,SAFE
7,6,Miss Fame,SAFE
7,7,Miss Fame,SAFE
7,8,Miss Fame,SAFE
7,9,Miss Fame,ELIM
7,11,Miss Fame,Guest
7,1,Jaidynn Diore Fierce,SAFE
7,2,Jaidynn Diore Fierce,SAFE
7,3,Jaidynn Diore Fierce,SAFE
7,4,Jaidynn Diore Fierce,SAFE
7,5,Jaidynn Diore Fierce,SAFE
7,6,Jaidynn Diore Fierce,BTM
7,7,Jaidynn Diore Fierce,BTM
7,8,Jaidynn Diore Fierce,ELIM
7,10,Jaidynn Diore Fierce,Guest
7,1,Max,SAFE
7,2,Max,SAFE
7,3,Max,WIN
7,4,Max,SAFE
7,5,Max,WIN
7,6,Max,SAFE
7,7,Max,ELIM
7,8,Max,OUT
7,10,Max,Guest
7,1,Kandy Ho,BTM
7,2,Kandy Ho,SAFE
7,3,Kandy Ho,SAFE
7,4,Kandy Ho,SAFE
7,5,Kandy Ho,BTM
7,6,Kandy Ho,ELIM
7,8,Kandy Ho,OUT
7,10,Kandy Ho,Guest
7,1,Mrs. Kasha Davis,SAFE
7,2,Mrs. Kasha Davis,SAFE
7,3,Mrs. Kasha Davis,SAFE
7,4,Mrs. Kasha Davis,SAFE
7,5,Mrs. Kasha Davis,ELIM
7,7,Mrs. Kasha Davis,OUT
7,9,Mrs. Kasha Davis,Guest
7,1,Jasmine Masters,SAFE
7,2,Jasmine Masters,SAFE
7,3,Jasmine Masters,ELIM
7,5,Jasmine Masters,OUT
7,7,Jasmine Masters,Guest
7,1,Sasha Belle,SAFE
7,2,Sasha Belle,ELIM
7,4,Sasha Belle,OUT
7,6,Sasha Belle,Guest
7,1,Tempest DuJour,ELIM
7,3,Tempest DuJour,OUT
7,5,Tempest DuJour,Guest
8,1,Bob the Drag Queen,SAFE
8,2,Bob the Drag Queen,SAFE
8,3,Bob the Drag Queen,WIN
8,4,Bob the Drag Queen,SAFE
8,5,Bob the Drag Queen,WIN
8,6,Bob the Drag Queen,SAFE
8,7,Bob the Drag Queen,WIN
8,8,Bob the Drag Queen,BTM
8,9,Bob the Drag Queen,SAFE
8,10,Bob the Drag Queen,Winner
8,1,Kim Chi,WIN
8,2,Kim Chi,SAFE
8,3,Kim Chi,SAFE
8,4,Kim Chi,SAFE
8,5,Kim Chi,SAFE
8,6,Kim Chi,SAFE
8,7,Kim Chi,SAFE
8,8,Kim Chi,WIN
8,9,Kim Chi,SAFE
8,10,Kim Chi,Runner-up
8,1,Naomi Smalls,SAFE
8,2,Naomi Smalls,SAFE
8,3,Naomi Smalls,SAFE
8,4,Naomi Smalls,SAFE
8,5,Naomi Smalls,BTM
8,6,Naomi Smalls,WIN
8,7,Naomi Smalls,SAFE
8,8,Naomi Smalls,SAFE
8,9,Naomi Smalls,SAFE
8,10,Naomi Smalls,Runner-up
8,1,Chi Chi DeVayne,SAFE
8,2,Chi Chi DeVayne,WIN
8,3,Chi Chi DeVayne,SAFE
8,4,Chi Chi DeVayne,BTM
8,5,Chi Chi DeVayne,SAFE
8,6,Chi Chi DeVayne,SAFE
8,7,Chi Chi DeVayne,BTM
8,8,Chi Chi DeVayne,SAFE
8,9,Chi Chi DeVayne,ELIM
8,10,Chi Chi DeVayne,Guest
8,1,Derrick Barry,SAFE
8,2,Derrick Barry,SAFE
8,3,Derrick Barry,SAFE
8,4,Derrick Barry,SAFE
8,5,Derrick Barry,SAFE
8,6,Derrick Barry,BTM
8,7,Derrick Barry,WIN
8,8,Derrick Barry,ELIM
8,10,Derrick Barry,Guest
8,1,Thorgy Thor,SAFE
8,2,Thorgy Thor,SAFE
8,3,Thorgy Thor,SAFE
8,4,Thorgy Thor,SAFE
8,5,Thorgy Thor,SAFE
8,6,Thorgy Thor,SAFE
8,7,Thorgy Thor,ELIM
8,9,Thorgy Thor,Guest
8,1,Robbie Turner,SAFE
8,2,Robbie Turner,SAFE
8,3,Robbie Turner,BTM
8,4,Robbie Turner,WIN
8,5,Robbie Turner,SAFE
8,6,Robbie Turner,ELIM
8,8,Robbie Turner,Guest
8,1,Acid Betty,SAFE
8,2,Acid Betty,SAFE
8,3,Acid Betty,SAFE
8,4,Acid Betty,SAFE
8,5,Acid Betty,ELIM
8,7,Acid Betty,Guest
8,1,Naysha Lopez,ELIM
8,3,Naysha Lopez,SAFE
8,4,Naysha Lopez,ELIM
8,6,Naysha Lopez,Guest
8,1,Cynthia Lee Fontaine,SAFE
8,2,Cynthia Lee Fontaine,SAFE
8,3,Cynthia Lee Fontaine,ELIM
8,5,Cynthia Lee Fontaine,Miss C
8,1,Dax ExclamationPoint,SAFE
8,2,Dax ExclamationPoint,ELIM
8,4,Dax ExclamationPoint,Guest
8,1,Laila McQueen,BTM
8,2,Laila McQueen,ELIM
8,4,Laila McQueen,Guest
9,1,Sasha Velour,SAFE
9,2,Sasha Velour,SAFE
9,3,Sasha Velour,SAFE
9,4,Sasha Velour,WIN
9,5,Sasha Velour,SAFE
9,6,Sasha Velour,SAFE
9,7,Sasha Velour,SAFE
9,8,Sasha Velour,SAFE
9,9,Sasha Velour,WIN
9,10,Sasha Velour,SAFE
9,11,Sasha Velour,SAFE
9,12,Sasha Velour,SAFE
9,13,Sasha Velour,Guest
9,14,Sasha Velour,Winner
9,1,Peppermint,SAFE
9,2,Peppermint,SAFE
9,3,Peppermint,SAFE
9,4,Peppermint,SAFE
9,5,Peppermint,SAFE
9,6,Peppermint,BTM
9,7,Peppermint,SAFE
9,8,Peppermint,WIN
9,9,Peppermint,SAFE
9,10,Peppermint,SAFE
9,11,Peppermint,BTM
9,12,Peppermint,SAFE
9,13,Peppermint,Guest
9,14,Peppermint,Runner-up
9,1,Shea Couleé,SAFE
9,2,Shea Couleé,SAFE
9,3,Shea Couleé,SAFE
9,4,Shea Couleé,WIN
9,5,Shea Couleé,WIN
9,6,Shea Couleé,SAFE
9,7,Shea Couleé,SAFE
9,8,Shea Couleé,SAFE
9,9,Shea Couleé,WIN
9,10,Shea Couleé,BTM
9,11,Shea Couleé,WIN
9,12,Shea Couleé,SAFE
9,13,Shea Couleé,Guest
9,14,Shea Couleé,Eliminated
